Lat,Lon,Globvalue
28.746401087909284,-17.77067545453959,1.4531250000e+00
28.7889898097854,-17.787254408260047,3.3906250000e+00
33.952050268056446,21.67092901548262,1.0156250000e+00
34.00897905764146,21.572119820001557,1.0625000000e+00
34.09193540183583,21.640407718882322,1.7187500000e+00
34.15496092797919,21.48805938156513,1.1093750000e+00
34.168603951726524,21.762163077331913,1.5156250000e+00
34.16233384812257,21.8154644622078,1.2187500000e+00
33.67405163122678,-5.690570914373601,1.0625000000e+00
34.318951488676454,21.243293279854818,1.0312500000e+00
34.40212976778743,21.311465817267887,1.0156250000e+00
34.68981931300125,21.578181579684234,1.1718750000e+00
34.734387842244715,21.58574414360813,1.1718750000e+00
34.83686001851343,21.877657903043673,1.6562500000e+00
34.924959706047275,21.508274760120205,1.3437500000e+00
34.89399156903029,21.77771177500374,6.4531250000e+00
34.887713166217004,21.831572356910065,6.9062500000e+00
34.88140652880309,21.885423911613547,6.8593750000e+00
34.87507166710159,21.939266402011505,5.1562500000e+00
34.868708591467126,21.99309979106016,3.0468750000e+00
34.96339278706695,21.569749286734066,2.0000000000e+00
34.951025808767554,21.677601481471587,3.4687500000e+00
34.94479989085946,21.731514193876905,1.3500000000e+01
34.938545700710506,21.785417933144597,7.5937500000e+00
34.93226324857154,21.839312661976216,5.9218750000e+00
34.92595254473525,21.893198343132028,5.5625000000e+00
34.919613599535964,21.94707493943118,7.0468750000e+00
34.91324642334963,22.000942413751936,6.2031250000e+00
35.01410748235797,21.523353202913945,2.8593750000e+00
35.007962474525144,21.577326893143155,5.2812500000e+00
35.00178914673239,21.631291702344335,9.2656250000e+00
34.99558750912576,21.685247592964807,1.3156250000e+01
34.98935757189341,21.73919452751015,1.0765625000e+01
34.98309934526542,21.793132468544453,7.0625000000e+00
34.97681283951388,21.847061378690494,7.1718750000e+00
34.9704980649527,21.90098122062995,6.2812500000e+00
34.96415503193754,21.954891957103612,4.3750000000e+00
34.957783750865744,22.008793550911584,4.7031250000e+00
34.951384232176345,22.062685964913467,3.1250000000e+00
35.064801302809954,21.47688788214626,1.9687500000e+00
35.0586806703424,21.53090475345756,8.8125000000e+00
35.05253169055637,21.584912761238577,1.0765625000e+01
35.04635437357669,21.638911867798722,1.7218750000e+01
35.04014872957041,21.692902035505725,1.1937500000e+01
35.03391476874674,21.746883226785766,6.9375000000e+00
35.02765250135695,21.800855404123748,6.8906250000e+00
35.02136193769432,21.854818530063465,4.5625000000e+00
35.015043088094075,21.908772567207812,4.9687500000e+00
35.00869596293327,21.96271747821904,4.3750000000e+00
35.00232057263074,22.01665322581887,4.6875000000e+00
34.995916927646995,22.07057977278877,4.6093750000e+00
34.98948503848421,22.124497081970123,1.8593750000e+00
35.109377981215566,21.48441330956526,7.2187500000e+00
35.10325338983459,21.538464553456087,1.3968750000e+01
35.097100433864505,21.592506913646606,1.3531250000e+01
35.09091912345107,21.646540352366216,1.3812500000e+01
35.0847094687824,21.700564831902838,7.5937500000e+00
35.07847148008882,21.75458031460306,6.9062500000e+00
35.07220516764283,21.808586762872377,4.8750000000e+00
35.06591054175898,21.86258413917542,5.2031250000e+00
35.059587612793855,21.916572406036117,4.0156250000e+00
35.053236391145944,21.970551526037916,3.9687500000e+00
35.046856887255615,22.024521461824023,4.0156250000e+00
35.04044911160498,22.078482176097527,4.7968750000e+00
35.03401307471786,22.13243363162171,2.0625000000e+00
35.166126117025605,21.38374911099486,1.0937500000e+00
35.160054356587125,21.437852456540767,4.9062500000e+00
35.15395419406664,21.49194697403596,9.8750000000e+00
35.147825639545985,21.5460326255129,2.1859375000e+01
35.141668703149485,21.600109373062296,1.7406250000e+01
35.13548339504397,21.654177178833326,1.0750000000e+01
35.12926972543862,21.708236005033918,7.4062500000e+00
35.12302770458497,21.76228581393084,5.7500000000e+00
35.11675734277676,21.816326567850016,5.9062500000e+00
35.11045865034988,21.870358229176674,5.0937500000e+00
35.10413163768235,21.92438076035557,4.4062500000e+00
35.097776315194146,21.978394123891213,3.8750000000e+00
35.09139269334719,22.032398282348012,3.5312500000e+00
35.08498078264526,22.08639319835055,7.3750000000e+00
35.0785405936339,22.140378834583757,2.3593750000e+00
35.21070974580359,21.391222089196443,3.0781250000e+00
35.2046340526562,21.44535991775435,9.3750000000e+00
35.19852994008209,21.499488898138377,1.6390625000e+01
35.192397418184,21.553608992300127,1.9734375000e+01
35.18623649710727,21.607720162249688,1.5265625000e+01
35.18004718703979,21.661822370055827,8.6562500000e+00
35.17382949821192,21.715915577846236,7.3750000000e+00
35.1675834408964,21.76999974780771,4.6250000000e+00
35.1613090254083,21.824074842186352,6.2187500000e+00
35.15500626210491,21.87814082328781,4.2500000000e+00
35.148675161385704,21.932197653477477,3.9218750000e+00
35.14231573369222,21.986245295180666,4.7031250000e+00
35.135927989508005,22.04028371088286,4.6875000000e+00
35.12951193935855,22.094312863129897,5.1562500000e+00
35.123067593811164,22.148332714528152,2.4843750000e+00
35.25529291491075,21.39870327912434,5.5156250000e+00
35.24921328483766,21.45287562599995,7.4375000000e+00
35.24310521797687,21.507039104521308,2.1812500000e+01
35.23696872445212,21.56119367655896,1.7875000000e+01
35.23080381442979,21.61533930404216,1.1453125000e+01
35.224610498118906,21.669475948959064,6.7968750000e+00
35.21838878577103,21.723603573356932,6.0937500000e+00
35.2121386876802,21.777722139342345,4.9218750000e+00
35.20586021418287,21.83183160908142,5.1562500000e+00
35.19955337565774,21.885931944800014,5.1093750000e+00
35.193218182525825,21.94002310878393,3.9218750000e+00
35.18685464525028,21.99410506337912,4.4531250000e+00
35.18046277433631,22.048177770991927,4.7968750000e+00
35.17404258033119,22.102241194089217,5.4062500000e+00
35.16759407382406,22.156295295198678,3.7187500000e+00
35.30593073004132,21.351976952395773,1.2968750000e+00
35.29987562308105,21.40619270331052,8.4218750000e+00
35.293792051854005,21.460399603902584,1.3921875000e+01
35.28768002646203,21.514597615902613,2.2265625000e+01
35.28153955704986,21.5687867010999,1.4968750000e+01
35.27537065380502,21.622966821342665,8.9531250000e+00
35.269173326957684,21.677137938538216,7.4687500000e+00
35.26294758678068,21.7313000146532,6.0625000000e+00
35.25669344358942,21.785453011713773,4.3125000000e+00
35.25041090774174,21.83959689180586,3.2500000000e+00
35.24409998963788,21.893731617075307,2.8750000000e+00
35.237760699720425,21.94785714972815,5.2812500000e+00
35.231393048474175,22.001973452030786,5.4687500000e+00
35.224997046426104,22.056080486310158,4.7812500000e+00
35.21857270414527,22.110178214954043,5.2031250000e+00
35.212120032242716,22.164266600411164,3.2343750000e+00
35.564500522501,0.7628278465639864,1.4843750000e+00
35.612320582689634,1.3088800742408906,1.6562500000e+00
35.42100012632313,20.707757837349853,1.0156250000e+00
35.41528364541245,20.76211163160353,1.5156250000e+00
35.35051690398393,21.359440024018788,5.4218750000e+00
35.344457869044554,21.41369038435579,1.8406250000e+01
35.33837035242384,21.46793187415639,1.8109375000e+01
35.332254364244626,21.52216445506955,1.7750000000e+01
35.326109914672756,21.57638808880312,1.3156250000e+01
35.31993701391684,21.630602737124065,8.0312500000e+00
35.313735672228354,21.684808361858643,5.1875000000e+00
35.30750589990145,21.73900492489268,5.0937500000e+00
35.301247707272886,21.793192388171708,4.1406250000e+00
35.29496110472203,21.847370713701235,3.5156250000e+00
35.28864610267065,21.901539863546923,4.1875000000e+00
35.282302711582965,21.955699799834807,4.8593750000e+00
35.27593094196551,22.009850484751528,5.8593750000e+00
35.26953080436703,22.063991880544485,5.3593750000e+00
35.26310230937847,22.118123949522076,4.1406250000e+00
35.25664546763282,22.172246654053925,2.1406250000e+00
35.609225782275566,0.7567226046660637,1.9062500000e+00
35.652422207120715,1.248457034898099,1.0468750000e+00
35.459911458078544,20.769200537108635,1.1250000000e+00
35.401137076620856,21.312617481809113,2.8125000000e+00
35.395102618680724,21.366911339527565,1.1625000000e+01
35.38903965152743,21.42119634493008,2.1843750000e+01
35.38294818526181,21.475472459524866,1.6500000000e+01
35.37682823002777,21.529739644879,1.1890625000e+01
35.370679796012254,21.58399786261867,9.2187500000e+00
35.36450289344513,21.638247074429366,6.6562500000e+00
35.35829753259914,21.692487242056107,4.6093750000e+00
35.35206372378979,21.746718327303665,7.2031250000e+00
35.34580147737534,21.800940292036763,5.9843750000e+00
35.339510803756646,21.855153098180285,3.2656250000e+00
35.33319171337711,21.909356707719496,4.4531250000e+00
35.326844216722655,21.96355108270025,4.5468750000e+00
35.32046832432155,22.017736185229193,4.6562500000e+00
35.31406404674444,22.071911977473977,4.2187500000e+00
35.30763139460414,22.12607842166346,3.5937500000e+00
35.69248848265728,1.1879633579445235,1.5468750000e+00
35.44572624979732,21.320062362799266,3.0937500000e+00
35.439687872865434,21.374390921567393,1.8890625000e+01
35.4336209692519,21.428710607772743,2.2078125000e+01
35.42752554907861,21.48302138284121,1.6265625000e+01
35.42140162251055,21.537323208257796,9.6718750000e+00
35.41524919975586,21.591616045566795,7.0000000000e+00
35.40906829106569,21.645899856372033,7.0156250000e+00
35.402858906734096,21.700174602337075,9.3906250000e+00
35.396621057098066,21.75444024518544,9.8593750000e+00
35.39035475253731,21.80869674670081,6.9375000000e+00
35.38406000347431,21.862944068727263,4.7031250000e+00
35.377736820374125,21.917182173169444,8.8125000000e+00
35.37138521374442,21.97141102199282,6.3593750000e+00
35.365005194135314,22.025630577223865,4.7031250000e+00
35.35859677213931,22.079840800950265,6.5937500000e+00
35.35215995839125,22.134041655321138,4.1093750000e+00
35.53762457393603,20.892293646450135,1.1718750000e+00
35.53181098703403,20.946726686414873,1.0156250000e+00
35.52596877638823,21.001151144873592,1.3437500000e+00
35.520097951792806,21.0555669827032,1.1718750000e+00
35.51419852308579,21.109974160838124,1.5000000000e+00
35.49632871133156,21.273143347286798,1.7968750000e+00
35.490314965432844,21.327515497145765,4.5000000000e+00
35.484272665267895,21.381878792853005,1.4859375000e+01
35.47820182093628,21.436233195692818,1.6921875000e+01
35.47210244258095,21.490578667008577,9.5156250000e+00
35.46597454038806,21.544915168202987,8.0781250000e+00
35.459818124587,21.599242660738245,8.8437500000e+00
35.45363320545023,21.653561106136305,1.3781250000e+01
35.447419793293236,21.70787046597905,1.1031250000e+01
35.44117789847445,21.762170701908552,8.1562500000e+00
35.43490753139518,21.81646177562725,5.7500000000e+00
35.428608702499524,21.870743648898195,6.8750000000e+00
35.42228142227429,21.925016283545222,5.6718750000e+00
35.41592570124893,21.979279641453196,7.3593750000e+00
35.40954154999543,22.033533684568205,4.6406250000e+00
35.40312897912828,22.08777837489777,7.9218750000e+00
35.396687999304376,22.142013674511073,4.3125000000e+00
35.74339970837092,0.738365823202728,1.5156250000e+00
35.74832457330707,0.793080681963347,1.3437500000e+00
35.7772659044305,1.1215220652684235,1.3906250000e+00
35.78198807325607,1.176287283971081,1.7031250000e+00
35.78668125293939,1.2310595322418147,1.2031250000e+00
35.57642624446405,20.95394412318224,1.1718750000e+00
35.5705802294285,21.008403494769055,2.0000000000e+00
35.56470558279609,21.06285422594903,2.0937500000e+00
35.558802314425385,21.117296277572414,1.3593750000e+00
35.54092087812679,21.280569964476207,2.4062500000e+00
35.53490322226486,21.334976907538255,6.0781250000e+00
35.528856994614,21.389374976168845,1.2640625000e+01
35.52278220529486,21.44376413156933,8.0312500000e+00
35.516678864471515,21.498144335000372,1.0281250000e+01
35.51054698235135,21.55251554778214,8.8125000000e+00
35.50438656918503,21.606877731294542,9.3281250000e+00
35.498197635266386,21.661230846977436,8.4062500000e+00
35.491980190932374,21.715574856330832,7.0625000000e+00
35.48573424656296,21.76990972091512,5.2343750000e+00
35.479459812581084,21.82423540235131,5.4375000000e+00
35.473156899452526,21.8785518623212,6.7343750000e+00
35.46682551768589,21.93285906256762,5.2656250000e+00
35.460465677832474,21.987156964894613,6.0937500000e+00
35.45407739048622,22.041445531167703,3.6093750000e+00
35.44766066628362,22.095724723314028,7.7812500000e+00
35.44121551590364,22.14999450332263,3.9218750000e+00
35.82673744474966,1.1704393859145128,1.9843750000e+00
35.62104107120444,20.961169604587784,1.4218750000e+00
35.61519124763273,21.015663925783496,1.8906250000e+00
35.609312774799896,21.07014958673794,1.8906250000e+00
35.5794910190269,21.342446616736122,3.4843750000e+00
35.573440859625734,21.396879494369347,9.7187500000e+00
35.56736212103804,21.45130343835157,9.6562500000e+00
35.56125481344906,21.50571840986052,9.1093750000e+00
35.55511894708744,21.560124370133625,1.0390625000e+01
35.54895453222522,21.614521280468274,9.2656250000e+00
35.54276157917765,21.66890910222202,7.4843750000e+00
35.53654009830321,21.723287796812794,5.3281250000e+00
35.53029010000345,21.77765732571911,5.8906250000e+00
35.52401159472298,21.832017650480317,5.8593750000e+00
35.51770459294934,21.886368732696766,5.2343750000e+00
35.51136910521298,21.940710534030046,4.1562500000e+00
35.505005142087086,21.995043016203223,4.2656250000e+00
35.49861271418763,22.049366141001013,6.0937500000e+00
35.49219183217314,22.103679870269982,5.6875000000e+00
35.48574250674478,22.15798416591881,2.7812500000e+00
35.86675815142332,1.1097483218278825,1.6406250000e+00
35.66565546606481,20.968403152787776,1.7187500000e+00
35.65980182979924,21.022932460169976,1.3593750000e+00
35.64206895899128,21.186468144304154,1.1875000000e+00
35.624078354448564,21.349924647568784,1.4843750000e+00
35.61802425902112,21.404392370379274,8.1093750000e+00
35.61194156687217,21.45885113905943,1.0531250000e+01
35.60583028820823,21.513300914703805,9.5625000000e+00
35.599690433279285,21.56774165846691,8.2031250000e+00
35.59352201237876,21.622173331563395,9.9062500000e+00
35.58732503584341,21.6765958952683,8.1250000000e+00
35.581099514053264,21.731009310917237,5.5000000000e+00
35.57484545743152,21.78541353990666,6.9062500000e+00
35.56856287644455,21.839808543694033,8.3437500000e+00
35.56225178160169,21.894194283798058,5.8593750000e+00
35.55591218345525,21.948570721798898,5.8906250000e+00
35.54954409260043,22.00293781933839,5.5312500000e+00
35.543147519675216,22.057295538120247,6.1093750000e+00
35.53672247536031,22.11164383991028,5.8125000000e+00
35.53026897037905,22.16598268653658,1.8750000000e+00
35.91150384356817,1.1038514762930323,1.1093750000e+00
35.721898240724364,20.866490187183192,1.0625000000e+00
35.71609818646239,20.921071799144503,1.4687500000e+00
35.692611024463645,21.139311641090064,1.3125000000e+00
35.66260719151417,21.411913627193936,5.0156250000e+00
35.656520541499624,21.466407256783597,9.7343750000e+00
35.650405287439696,21.520891872716124,8.6875000000e+00
35.64426143960579,21.57536743606286,8.0156250000e+00
35.638089008312754,21.629833907955515,7.1093750000e+00
35.63188800391891,21.68429124958641,8.3593750000e+00
35.625658436825894,21.738739422208635,6.9062500000e+00
35.61940031747864,21.793178387136347,7.6562500000e+00
35.613113656365265,21.84760810574493,5.9687500000e+00
35.606798464017004,21.902028539471225,6.5781250000e+00
35.60045475100811,21.956439649813763,6.7187500000e+00
35.594082527955806,22.01084139833294,7.7656250000e+00
35.58768180552018,22.06523374665127,7.1093750000e+00
35.58125259440411,22.119616656453577,4.0000000000e+00
35.57479490535323,22.173990089487205,2.3125000000e+00
32.76641287796023,-16.818664588452336,3.1250000000e+00
35.88691776425948,0.3300031647761288,1.0781250000e+00
35.937020350837635,0.878387453245611,1.0156250000e+00
35.95148558477292,1.043047022084425,1.1406250000e+00
35.98422078756407,1.427501977413688,1.9062500000e+00
35.76651935709616,20.873669756772564,2.3593750000e+00
35.76071551728395,20.92828646812248,2.1250000000e+00
35.73721303572217,21.1466665084186,1.3437500000e+00
35.707189655814936,21.419443287879567,5.4375000000e+00
35.701099043618704,21.473971814685953,8.5781250000e+00
35.69497980983002,21.528491307154784,1.0140625000e+01
35.688831964741674,21.583001726274013,8.7187500000e+00
35.682655518690105,21.637503033092205,8.7500000000e+00
35.676450482055166,21.691995188718717,8.2812500000e+00
35.67021686526021,21.746478154323935,8.1250000000e+00
35.66395467877193,21.800951891139487,6.8906250000e+00
35.657663933100274,21.85541636045849,6.6406250000e+00
35.6513446387984,21.909871523635694,6.6562500000e+00
35.64499680646257,21.964317342087774,7.2500000000e+00
35.63862044673209,22.018753777293508,5.8906250000e+00
35.63221557028921,22.073180790794,8.5781250000e+00
35.62578218785909,22.127598344192876,5.9531250000e+00
35.619320310209616,22.182006399156503,2.5312500000e+00
32.79533173151341,-16.885807678272386,2.1718750000e+00
32.80919806180545,-16.83525082251368,1.6875000000e+00
35.98175280693667,0.8723341672442909,1.1093750000e+00
35.98660677666689,0.9272491861000668,1.3593750000e+00
35.81691892613709,20.826196917326964,1.2968750000e+00
35.811140046326464,20.880857386125832,2.7968750000e+00
35.80533241680672,20.93550923384834,3.3906250000e+00
35.79949604740671,20.990152420744835,1.0781250000e+00
35.787737128503565,21.099412653353017,1.3281250000e+00
35.7517716506295,21.426981375573526,6.5781250000e+00
35.74567707192375,21.48154483599982,9.4687500000e+00
35.73955385406171,21.536099241348825,1.1875000000e+01
35.73340200735768,21.590644552524925,7.9843750000e+00
35.72722154216963,21.645180730493287,7.1093750000e+00
35.7210124688991,21.69970773628013,8.0468750000e+00
35.71477479799117,21.75422553097289,6.6250000000e+00
35.70850853993433,21.808734075720494,7.5156250000e+00
35.70221370526047,21.863233331733518,6.2343750000e+00
35.69589030454469,21.917723260284465,4.3281250000e+00
35.689538348405335,21.972203822707932,3.0625000000e+00
35.68315784750384,22.02667498040087,6.1562500000e+00
35.676748812544695,22.081136694822735,6.0625000000e+00
35.67031125427531,22.135588927495775,7.1093750000e+00
35.66384518348601,22.19003164000519,2.6093750000e+00
35.657350611009896,22.24446479399936,1.3281250000e+00
32.81028579372889,-17.003550715987885,1.3281250000e+00
32.824208360129724,-16.95300213944699,1.4843750000e+00
36.0361702224779,0.9761829120119346,1.0937500000e+00
36.0598744201494,1.2510813586806355,1.0937500000e+00
35.861542963107475,20.83335743536119,1.7031250000e+00
35.8557603072328,20.88805309747816,2.6093750000e+00
35.849948883836916,20.942740118655546,2.0156250000e+00
35.84410870276925,20.997418459057556,1.0625000000e+00
35.80242305718577,21.379920446302837,1.2343750000e+00
35.796353174659835,21.434527913484683,6.6875000000e+00
35.790254625104964,21.48912634403024,9.7968750000e+00
35.78412741881318,21.543715698699284,1.4265625000e+01
35.77797156612031,21.59829593831239,6.4843750000e+00
35.771787077405946,21.65286702375113,6.2187500000e+00
35.76557396309337,21.707428915958353,6.7812500000e+00
35.75933223364943,21.76198157593834,7.3281250000e+00
35.75306189958451,21.816524964757082,6.2812500000e+00
35.74676297145242,21.87105904354245,5.7343750000e+00
35.74043545985034,21.925583773484437,5.3750000000e+00
35.734079375418695,21.980099115835383,3.7968750000e+00
